"filename", "language", "JavaScript", "JSON", "TypeScript", "JSON with Comments", "HTML", "TypeScript JSX", "PostCSS", "Markdown", "comment", "blank", "total"
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EditarCitaClienteRequest.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 4, 2, 12
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EditarCitaRequest.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 11
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EditarDatosOrdenRequest.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EditarMantenimientoProgramadoRequest.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoClienteResponseDto.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 4, 2, 17
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoClienteResponseDtoApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoComponenteIngresoResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoComponenteIngresoResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoComponenteIngresoResponsePagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\EstadoEmpleadoRequest.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 4, 2, 9
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\InformacionPreviaOrdenResponse.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 4, 2, 18
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\InformacionPreviaOrdenResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\InspectorOrdenResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\InspectorOrdenResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarCitasResponse.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 4, 2, 23
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarCitasResponsePagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarClientesEmpresaDto.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 4, 2, 22
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarClientesEmpresaDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarClientesNaturalesDto.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 4, 2, 20
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarClientesNaturalesDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarDireccionesDto.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 4, 2, 20
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarDireccionesDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarDireccionesDtoPagedResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarOrdenesActivasDto.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 4, 2, 24
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ListarOrdenesActivasDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\MantenimientoProgramadoResponse.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 4, 2, 23
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\MarcaCreateUpdateRequest.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 11
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\MarcaInfo.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\MisCitasResponse.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 4, 2, 20
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\MisCitasResponsePagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ObjectApiResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ObtenerDetalleCitaResponse.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 4, 2, 23
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\OrdenDetalladaResponse.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 4, 2, 27
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\OrdenDetalladaResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\OrdenResponse.ts", "TypeScript", 0, 0, 18, 0, 0, 0, 0, 0, 4, 2, 24
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\OrdenResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\PaginationInfo.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\PaisDto.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\PaisDtoApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\PaisDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ProgramarMantenimientoRequest.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ProvinciaDto.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ProvinciaDtoApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\ProvinciaDtoPagedResponse.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistrarEstadoComponenteRequest.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 4, 2, 12
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistrarEstadosComponentesRequest.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteEmpresaRequest.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteEmpresaResponse.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 4, 2, 17
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteEmpresaResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteNaturalRequest.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 4, 2, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteNaturalResponse.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 4, 2, 15
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RegistroClienteNaturalResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\RestablecerPasswordRequest.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\SolicitarRestablecimientoRequest.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 4, 2, 9
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\StringApiResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\StringIEnumerableApiResponse.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 4, 2, 13
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\SubTipoActivoCreateUpdateRequest.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 4, 2, 12
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\SubtipoActivoInfo.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\TipoActivoCreateUpdateRequest.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 4, 2, 11
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\TipoActivoInfo.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\TipoClienteResponse.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 4, 2, 10
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\models\TipoClienteResponseApiResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 4, 2, 14
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\ActivosService.ts", "TypeScript", 0, 0, 367, 0, 0, 0, 0, 0, 108, 1, 476
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\AdministradorService.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 8, 1, 43
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\AutenticacionService.ts", "TypeScript", 0, 0, 139, 0, 0, 0, 0, 0, 36, 1, 176
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\CatalogosService.ts", "TypeScript", 0, 0, 214, 0, 0, 0, 0, 0, 76, 1, 291
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\CitasService.ts", "TypeScript", 0, 0, 119, 0, 0, 0, 0, 0, 24, 1, 144
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\ClienteInternoService.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 0, 0, 20, 1, 98
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\ClientesService.ts", "TypeScript", 0, 0, 109, 0, 0, 0, 0, 0, 32, 1, 142
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\ContactosDirectosService.ts", "TypeScript", 0, 0, 116, 0, 0, 0, 0, 0, 24, 1, 141
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\ContactosEmpresaService.ts", "TypeScript", 0, 0, 120, 0, 0, 0, 0, 0, 24, 1, 145
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\DireccionesService.ts", "TypeScript", 0, 0, 117, 0, 0, 0, 0, 0, 24, 1, 142
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\GestionCitasService.ts", "TypeScript", 0, 0, 137, 0, 0, 0, 0, 0, 24, 1, 162
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\GestionClientesInternosService.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 8, 1, 52
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\GestionClientesService.ts", "TypeScript", 0, 0, 650, 0, 0, 0, 0, 0, 112, 1, 763
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\GestionOrdenesService.ts", "TypeScript", 0, 0, 144, 0, 0, 0, 0, 0, 24, 1, 169
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\LocalidadesService.ts", "TypeScript", 0, 0, 394, 0, 0, 0, 0, 0, 76, 1, 471
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\services\OrdenesService.ts", "TypeScript", 0, 0, 473, 0, 0, 0, 0, 0, 92, 1, 566
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\api\setupApi.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 12, 5, 26
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\FormsUnidos.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 244, 0, 0, 14, 17, 275
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\UnsavedChangesModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 3, 4, 33
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\ContactoForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 92, 5, 97
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\ContactosCrud.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 165, 0, 0, 22, 18, 205
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\ContactosForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 75, 0, 0, 13, 2, 90
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\adapters\contacto.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\adapters\contactos.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 3, 3, 49
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\models\contacto.schema.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 8, 7, 57
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\services\contactoEmpresaService.ts", "TypeScript", 0, 0, 71, 0, 0, 0, 0, 0, 6, 5, 82
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\contactos\services\contactoService.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 6, 80
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\direccion\DireccionesCrud.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 132, 0, 0, 7, 14, 153
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\direccion\models\direccion.schema.ts", "TypeScript", 0, 0, 34, 0, 0, 0, 0, 0, 4, 1, 39
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\models\formsProfile.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 3, 1, 16
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\perfil\juridico\PersonaJuridicaForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 250, 0, 0, 7, 17, 274
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\PerfilForm\perfil\natural\PersonaNaturalForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 11, 17, 259
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\calendario\DateTimeSelector.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 3, 17, 138
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\calendario\components\CalendarGrid.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 1, 11, 97
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\calendario\components\TimeSlots.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 63, 0, 0, 2, 9, 74
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\citas\cliente\FiltersCitasCliente.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 130, 14, 144
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\Modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 117, 0, 0, 6, 4, 127
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\NavTitulo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 27
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\SubmitStatusModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 60, 10, 70
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\TituloPagina.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 15, 3, 32
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\AlertModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 5, 10, 76
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\BaseModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 118, 0, 0, 1, 10, 129
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\Calendario.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 55, 0, 0, 0, 4, 59
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\ConfirmModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 68, 0, 0, 2, 3, 73
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\EmptyModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 27
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\FormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 12, 8, 105
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\LoadingModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 2, 18
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\logica\ModalRendered.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 2, 3, 29
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\modals\useFormModal.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 123, 0, 0, 16, 21, 160
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\tabs\TabsNavigation.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 2, 55
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\common\tabs\models\tabs.type.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 1, 1, 8
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\CrudContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 301, 0, 0, 22, 34, 357
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\CrudCrudo.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 28, 17, 235
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\CrudPagination.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 52, 0, 0, 0, 6, 58
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\CrudTable.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 221, 0, 0, 5, 6, 232
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\CrudToolbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 6, 5, 55
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\cruds\Direcciones\DireccionesForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 82, 0, 0, 97, 13, 192
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\cruds\Internos\Catalogos\SelectTipoLocalidad.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 2, 6, 43
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\cruds\Localidades\Ciudades\CiudadForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 66, 0, 0, 1, 6, 73
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\cruds\Localidades\Provincias\ProvinciasForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 44, 0, 0, 0, 5, 49
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\cruds\Localidades\Provincias\ProvinicasCrud.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 13, 13, 111
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\helper\crud-helpers.ts", "TypeScript", 0, 0, 92, 0, 0, 0, 0, 0, 137, 49, 278
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\helper\fetchWithFilters.ts", "TypeScript", 0, 0, 210, 0, 0, 0, 0, 0, 21, 49, 280
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\crudGrid\index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\dashboard\CardTablero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\dashboard\CardValue.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 2, 26
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\dashboard\StatCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 24, 0, 0, 0, 2, 26
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\ColorPallete.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 8, 57
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\Colores.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 39, 0, 0, 0, 2, 41
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\ComponenteCambia.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 4, 0, 0, 5, 2, 11
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\ComponentePadreEx.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 248, 0, 0, 7, 26, 281
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\ModalEx.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 200, 0, 0, 3, 21, 224
"c:\Users\andre\practicas\proyecto\Mantplus\Frontend\mantenimiento-web\src\components\ex\PrevisualizacionContrastes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 63, 0, 0, 0, 5, 68
